shipment_id,date_arrivee_port,terminal,type_marchandise,volume_evp,volume_journalier_terminal,compagnie_transport,destination_finale,distance_corridor_km,jour_semaine,saison,statut_douane,temps_sejour_port_heures,temps_retour_conteneur_vide_heures,retard_corridor,cout_detention_estime_fcfa
CRI-04592,2025-02-16,Terminal Roulier,Biens de consommation,2,282,Transporteur F,Thiès,69.8,Dimanche,sèche,dédouané avant arrivée,49.7,36.2,False,187353
CRI-04593,2025-02-16,Terminal à Conteneurs,Import général,1,301,Transporteur G,Kaédi (Mauritanie),473.1,Dimanche,sèche,dédouanement en cours,61.2,53.9,False,267790
CRI-04594,2025-02-16,Môle 1,Équipements industriels,1,297,Transporteur D,Tambacounda,452.2,Dimanche,sèche,dédouanement en cours,64.4,52.3,False,276168
CRI-04595,2025-02-16,Môle 1,Hydrocarbures,1,279,Transporteur indépendant,Kayes (Mali),910.6,Dimanche,sèche,dédouané avant arrivée,60.3,45.8,True,162215
CRI-04596,2025-02-16,Terminal à Conteneurs,Import général,4,251,Transporteur F,Bamako (Mali),1157.7,Dimanche,sèche,dédouanement en cours,38.6,36.8,False,71454
CRI-04597,2025-02-16,Terminal à Conteneurs,Biens de consommation,2,347,Transporteur E,Bamako (Mali),1272.1,Dimanche,sèche,dédouané avant arrivée,35.7,63.9,True,315173
CRI-04598,2025-02-16,Môle 1,Hydrocarbures,1,265,Transporteur indépendant,Touba,182.2,Dimanche,sèche,dédouanement en cours,76.3,56.3,False,384548
CRI-04599,2025-02-17,Terminal à Conteneurs,Denrées alimentaires,3,413,Transporteur indépendant,Dakar (local),19.1,Lundi,sèche,dédouanement en cours,61.4,32.6,False,416140
CRI-04600,2025-02-17,Terminal à Conteneurs,Import général,2,373,Transporteur A,Dakar (local),20.8,Lundi,sèche,dédouanement en cours,120.4,71.7,False,1611581
CRI-04601,2025-02-17,Môle 3,Biens de consommation,4,391,Transporteur A,Bamako (Mali),1260.6,Lundi,sèche,dédouanement en cours,100.7,62.0,True,2322561
CRI-04602,2025-02-17,Môle 3,Denrées alimentaires,2,411,Transporteur E,Touba,185.8,Lundi,sèche,dédouané avant arrivée,52.3,12.8,False,0
CRI-04603,2025-02-17,Terminal Roulier,Biens de consommation,1,404,Transporteur C,Dakar (local),20.2,Lundi,sèche,dédouané avant arrivée,86.9,52.2,False,466031
CRI-04604,2025-02-17,Terminal à Conteneurs,Équipements industriels,2,491,Transporteur E,Kaolack,195.0,Lundi,sèche,dédouanement en cours,93.1,47.9,True,639129
CRI-04605,2025-02-17,Terminal à Conteneurs,Import général,2,429,Transporteur A,Bamako (Mali),1188.2,Lundi,sèche,dédouanement en cours,83.7,82.2,True,1087617
CRI-04606,2025-02-17,Môle 1,Matériaux de construction,1,443,Transporteur E,Thiès,67.1,Lundi,sèche,dédouanement en cours,53.4,54.9,False,222093
CRI-04607,2025-02-17,Terminal à Conteneurs,Équipements industriels,1,461,Transporteur B,Dakar (local),20.6,Lundi,sèche,dédouané avant arrivée,55.9,30.7,False,94442
CRI-04608,2025-02-17,Terminal à Conteneurs,Matériaux de construction,1,442,Transporteur E,Bamako (Mali),1204.0,Lundi,sèche,dédouané avant arrivée,48.4,56.3,True,209374
CRI-04609,2025-02-18,Môle 1,Import général,2,511,Transporteur B,Dakar (local),20.1,Mardi,sèche,dédouané avant arrivée,67.3,83.3,False,989943
CRI-04610,2025-02-18,Terminal à Conteneurs,Denrées alimentaires,3,373,Transporteur D,Touba,198.0,Mardi,sèche,dédouanement en cours,98.1,56.9,False,1390306
CRI-04611,2025-02-18,Terminal Roulier,Import général,2,411,Transporteur D,Bamako (Mali),1134.4,Mardi,sèche,dédouanement en cours,55.5,51.5,True,419152
CRI-04612,2025-02-18,Môle 3,Hydrocarbures,1,429,Transporteur G,Tambacounda,457.4,Mardi,sèche,dédouanement en cours,155.9,77.7,False,1006567
CRI-04613,2025-02-18,Môle 3,Denrées alimentaires,2,571,Transporteur B,Tambacounda,452.8,Mardi,sèche,bloqué (litige/documents),107.4,151.0,True,1906728
CRI-04614,2025-02-18,Môle 3,Hydrocarbures,2,430,Transporteur E,Thiès,66.2,Mardi,sèche,dédouané avant arrivée,93.1,53.6,False,762935
CRI-04615,2025-02-18,Terminal à Conteneurs,Hydrocarbures,2,425,Transporteur indépendant,Tambacounda,482.6,Mardi,sèche,dédouanement en cours,61.7,68.5,False,637436
CRI-04616,2025-02-18,Terminal à Conteneurs,Biens de consommation,4,444,Transporteur A,Touba,192.4,Mardi,sèche,dédouanement en cours,90.8,45.1,False,1611591
CRI-04617,2025-02-19,Môle 8,Biens de consommation,3,355,Transporteur G,Kayes (Mali),979.3,Mercredi,sèche,bloqué (litige/documents),62.3,39.7,True,444004
CRI-04618,2025-02-19,Môle 3,Biens de consommation,1,474,Transporteur E,Kaédi (Mauritanie),462.4,Mercredi,sèche,dédouané avant arrivée,31.1,92.7,False,314532
CRI-04619,2025-02-19,Môle 3,Import général,2,502,Transporteur indépendant,Touba,186.8,Mercredi,sèche,dédouané avant arrivée,70.8,53.4,False,600912
CRI-04620,2025-02-19,Terminal à Conteneurs,Matériaux de construction,1,358,Transporteur B,Dakar (local),19.7,Mercredi,sèche,dédouané avant arrivée,82.8,39.5,False,340560
CRI-04621,2025-02-19,Môle 1,Biens de consommation,1,342,Transporteur F,Dakar (local),19.4,Mercredi,sèche,dédouané avant arrivée,61.9,55.6,False,247543
CRI-04622,2025-02-19,Terminal à Conteneurs,Matériaux de construction,2,357,Transporteur E,Dakar (local),20.7,Mercredi,sèche,dédouanement en cours,51.2,49.2,False,293770
CRI-04623,2025-02-19,Terminal à Conteneurs,Import général,1,408,Transporteur B,Thiès,68.3,Mercredi,sèche,dédouané avant arrivée,56.0,61.2,False,302156
CRI-04624,2025-02-19,Môle 1,Matériaux de construction,1,409,Transporteur B,Kayes (Mali),941.9,Mercredi,sèche,dédouanement en cours,94.6,63.2,False,452632
CRI-04625,2025-02-19,Môle 8,Matériaux de construction,1,403,Transporteur G,Kaolack,191.2,Mercredi,sèche,dédouané avant arrivée,62.5,61.2,False,360923
CRI-04626,2025-02-19,Môle 8,Import général,2,319,Transporteur C,Dakar (local),20.2,Mercredi,sèche,dédouané avant arrivée,32.0,45.6,False,73374
CRI-04627,2025-02-19,Môle 3,Denrées alimentaires,1,383,Transporteur G,Dakar (local),20.8,Mercredi,sèche,dédouané avant arrivée,77.6,52.9,False,372013
CRI-04628,2025-02-19,Terminal Roulier,Import général,1,414,Transporteur E,Kaédi (Mauritanie),453.6,Mercredi,sèche,dédouané avant arrivée,53.6,80.6,False,419506
CRI-04629,2025-02-20,Môle 1,Import général,1,422,Transporteur A,Dakar (local),19.9,Jeudi,sèche,dédouanement en cours,88.7,36.0,False,246346
CRI-04630,2025-02-20,Terminal à Conteneurs,Import général,1,420,Transporteur D,Dakar (local),20.5,Jeudi,sèche,dédouanement en cours,73.3,69.8,False,398749
CRI-04631,2025-02-20,Terminal à Conteneurs,Import général,2,350,Transporteur D,Dakar (local),20.4,Jeudi,sèche,dédouanement en cours,68.6,35.6,False,335362
CRI-04632,2025-02-20,Terminal à Conteneurs,Biens de consommation,2,393,Transporteur C,Dakar (local),20.9,Jeudi,sèche,dédouané avant arrivée,49.0,94.2,False,971620
CRI-04633,2025-02-20,Môle 1,Import général,2,354,Transporteur F,Tambacounda,474.5,Jeudi,sèche,dédouanement en cours,89.8,57.0,False,725077
CRI-04634,2025-02-20,Terminal Roulier,Équipements industriels,1,345,Transporteur D,Kaolack,189.2,Jeudi,sèche,bloqué (litige/documents),82.1,48.2,False,344418
CRI-04635,2025-02-20,Terminal à Conteneurs,Denrées alimentaires,1,370,Transporteur G,Thiès,70.9,Jeudi,sèche,bloqué (litige/documents),75.1,56.6,False,371565
CRI-04636,2025-02-20,Môle 3,Denrées alimentaires,1,396,Transporteur B,Dakar (local),20.3,Jeudi,sèche,dédouané avant arrivée,62.9,48.0,False,239546
CRI-04637,2025-02-20,Terminal Roulier,Biens de consommation,2,376,Transporteur B,Thiès,71.0,Jeudi,sèche,dédouanement en cours,79.5,38.4,False,574521
CRI-04638,2025-02-20,Terminal Roulier,Matériaux de construction,2,401,Transporteur D,Bamako (Mali),1143.7,Jeudi,sèche,bloqué (litige/documents),154.1,65.1,True,1524421
CRI-04639,2025-02-20,Terminal à Conteneurs,Matériaux de construction,2,310,Transporteur D,Kaolack,181.5,Jeudi,sèche,bloqué (litige/documents),101.3,62.8,False,847128
CRI-04640,2025-02-20,Terminal Roulier,Hydrocarbures,2,419,Transporteur F,Thiès,71.7,Jeudi,sèche,dédouané avant arrivée,43.7,75.2,False,442043
CRI-04641,2025-02-20,Terminal à Conteneurs,Import général,1,453,Transporteur D,Bamako (Mali),1169.3,Jeudi,sèche,dédouané avant arrivée,82.1,34.4,True,243708
CRI-04642,2025-02-20,Terminal à Conteneurs,Import général,2,461,Transporteur indépendant,Kayes (Mali),937.6,Jeudi,sèche,dédouané avant arrivée,81.9,53.3,True,650942
CRI-04643,2025-02-20,Môle 3,Import général,1,426,Transporteur C,Ziguinchor,444.9,Jeudi,sèche,dédouané avant arrivée,99.2,69.9,False,464670
CRI-04644,2025-02-20,Môle 8,Équipements industriels,4,365,Transporteur F,Bamako (Mali),1228.4,Jeudi,sèche,dédouanement en cours,53.4,53.3,True,849040
CRI-04645,2025-02-20,Terminal à Conteneurs,Équipements industriels,1,345,Transporteur E,Dakar (local),19.3,Jeudi,sèche,dédouanement en cours,76.2,41.3,False,218611
CRI-04646,2025-02-21,Terminal Roulier,Biens de consommation,1,474,Transporteur D,Bamako (Mali),1221.3,Vendredi,sèche,dédouanement en cours,53.1,68.1,True,300042
CRI-04647,2025-02-21,Môle 1,Hydrocarbures,4,425,Transporteur F,Bamako (Mali),1197.1,Vendredi,sèche,dédouané avant arrivée,46.3,48.6,True,499563
CRI-04648,2025-02-21,Terminal à Conteneurs,Biens de consommation,1,439,Transporteur F,Touba,191.6,Vendredi,sèche,dédouané avant arrivée,98.0,61.4,False,425335
CRI-04649,2025-02-21,Terminal à Conteneurs,Hydrocarbures,2,395,Transporteur E,Dakar (local),20.1,Vendredi,sèche,dédouané avant arrivée,71.0,48.9,False,580690
CRI-04650,2025-02-21,Môle 1,Import général,3,310,Transporteur G,Kaolack,178.2,Vendredi,sèche,dédouané avant arrivée,48.0,21.9,False,0
CRI-04651,2025-02-21,Terminal à Conteneurs,Import général,2,433,Transporteur D,Dakar (local),18.6,Vendredi,sèche,bloqué (litige/documents),116.5,35.8,False,802975
CRI-04652,2025-02-21,Terminal Roulier,Import général,4,378,Transporteur F,Kaolack,188.6,Vendredi,sèche,dédouanement en cours,81.9,26.1,False,924089
CRI-04653,2025-02-21,Môle 1,Import général,2,302,Transporteur A,Dakar (local),19.6,Vendredi,sèche,dédouané avant arrivée,29.1,65.6,False,278608
CRI-04654,2025-02-21,Môle 3,Denrées alimentaires,2,357,Transporteur E,Dakar (local),19.8,Vendredi,sèche,dédouané avant arrivée,57.0,36.8,False,275735
CRI-04655,2025-02-21,Terminal à Conteneurs,Import général,1,345,Transporteur A,Thiès,70.5,Vendredi,sèche,dédouanement en cours,56.4,31.8,False,89073
CRI-04656,2025-02-21,Môle 3,Import général,2,288,Transporteur D,Bamako (Mali),1257.2,Vendredi,sèche,dédouanement en cours,37.6,26.7,True,0
CRI-04657,2025-02-22,Môle 3,Import général,1,356,Transporteur A,Tambacounda,480.0,Samedi,sèche,dédouanement en cours,99.1,41.4,False,413824
CRI-04658,2025-02-22,Terminal à Conteneurs,Biens de consommation,1,302,Transporteur G,Bamako (Mali),1200.4,Samedi,sèche,dédouanement en cours,88.6,31.1,True,253271
CRI-04659,2025-02-22,Môle 3,Import général,1,394,Transporteur D,Bamako (Mali),1230.9,Samedi,sèche,dédouanement en cours,67.0,75.5,True,443205
CRI-04660,2025-02-22,Môle 1,Biens de consommation,2,425,Transporteur C,Ziguinchor,436.8,Samedi,sèche,dédouanement en cours,84.7,38.6,False,656444
CRI-04661,2025-02-22,Terminal Roulier,Denrées alimentaires,2,407,Transporteur C,Kayes (Mali),967.9,Samedi,sèche,dédouanement en cours,86.6,70.2,True,843350
CRI-04662,2025-02-22,Môle 8,Denrées alimentaires,1,435,Transporteur D,Kayes (Mali),965.5,Samedi,sèche,dédouanement en cours,107.0,65.9,False,699523
CRI-04663,2025-02-22,Môle 8,Équipements industriels,1,325,Transporteur D,Thiès,68.8,Samedi,sèche,bloqué (litige/documents),98.8,28.4,False,250069
CRI-04664,2025-02-22,Terminal à Conteneurs,Matériaux de construction,2,345,Transporteur C,Bamako (Mali),1247.7,Samedi,sèche,dédouanement en cours,48.0,43.4,False,191530
CRI-04665,2025-02-22,Môle 8,Biens de consommation,1,453,Transporteur E,Dakar (local),19.7,Samedi,sèche,bloqué (litige/documents),150.3,63.0,False,670714
CRI-04666,2025-02-22,Terminal Roulier,Équipements industriels,1,364,Transporteur D,Tambacounda,473.7,Samedi,sèche,dédouané avant arrivée,44.7,30.2,False,18818
CRI-04667,2025-02-23,Môle 1,Denrées alimentaires,1,294,Transporteur A,Ziguinchor,439.3,Dimanche,sèche,dédouanement en cours,43.0,38.4,False,64262
CRI-04668,2025-02-23,Môle 3,Denrées alimentaires,1,311,Transporteur E,Ziguinchor,435.8,Dimanche,sèche,dédouané avant arrivée,36.1,44.1,False,49227
CRI-04669,2025-02-23,Môle 3,Biens de consommation,1,316,Transporteur B,Touba,189.2,Dimanche,sèche,dédouané avant arrivée,42.4,45.0,False,73803
CRI-04670,2025-02-23,Terminal à Conteneurs,Équipements industriels,1,246,Transporteur A,Dakar (local),19.8,Dimanche,sèche,dédouané avant arrivée,32.5,35.0,False,0
CRI-04671,2025-02-23,Terminal à Conteneurs,Import général,1,314,Transporteur E,Bamako (Mali),1307.9,Dimanche,sèche,dédouané avant arrivée,58.8,25.5,True,72817
CRI-04672,2025-02-23,Terminal Roulier,Denrées alimentaires,1,275,Transporteur A,Touba,190.3,Dimanche,sèche,dédouané avant arrivée,60.0,29.7,False,104892
CRI-04673,2025-02-23,Terminal à Conteneurs,Import général,1,388,Transporteur G,Bamako (Mali),1177.0,Dimanche,sèche,dédouanement en cours,54.2,48.4,False,210680
CRI-04674,2025-02-23,Môle 1,Import général,1,296,Transporteur indépendant,Kaolack,185.5,Dimanche,sèche,dédouanement en cours,70.0,41.1,False,218381
CRI-04675,2025-02-23,Terminal à Conteneurs,Import général,1,286,Transporteur D,Kaolack,178.4,Dimanche,sèche,dédouané avant arrivée,34.0,47.7,False,56252
CRI-04676,2025-02-24,Môle 1,Biens de consommation,2,508,Transporteur F,Bamako (Mali),1192.1,Lundi,sèche,dédouanement en cours,86.0,74.0,True,1041994
CRI-04677,2025-02-24,Môle 1,Équipements industriels,3,526,Transporteur A,Tambacounda,459.9,Lundi,sèche,dédouané avant arrivée,53.8,72.6,True,1056940
CRI-04678,2025-02-24,Môle 1,Import général,1,386,Transporteur B,Dakar (local),20.0,Lundi,sèche,dédouanement en cours,67.9,34.2,False,194032
CRI-04679,2025-02-24,Terminal Roulier,Denrées alimentaires,2,477,Transporteur E,Bamako (Mali),1294.0,Lundi,sèche,dédouanement en cours,87.3,50.2,True,895317
CRI-04680,2025-02-24,Terminal Roulier,Matériaux de construction,2,491,Transporteur D,Dakar (local),20.2,Lundi,sèche,dédouané avant arrivée,83.8,63.0,False,793188
CRI-04681,2025-02-24,Môle 8,Biens de consommation,2,437,Transporteur C,Bamako (Mali),1229.9,Lundi,sèche,dédouané avant arrivée,87.4,65.4,True,764279
CRI-04682,2025-02-24,Terminal à Conteneurs,Matériaux de construction,1,421,Transporteur G,Dakar (local),21.0,Lundi,sèche,dédouané avant arrivée,50.9,82.8,False,327544
CRI-04683,2025-02-24,Môle 3,Hydrocarbures,4,422,Transporteur D,Kayes (Mali),915.3,Lundi,sèche,dédouané avant arrivée,58.1,77.9,True,1554471
CRI-04684,2025-02-24,Terminal Roulier,Biens de consommation,1,410,Transporteur F,Kaédi (Mauritanie),475.7,Lundi,sèche,dédouanement en cours,73.4,47.5,False,315317
CRI-04685,2025-02-24,Terminal à Conteneurs,Hydrocarbures,2,399,Transporteur A,Dakar (local),20.5,Lundi,sèche,dédouané avant arrivée,80.4,52.8,False,726501
CRI-04686,2025-02-24,Terminal à Conteneurs,Import général,1,445,Transporteur G,Tambacounda,496.7,Lundi,sèche,bloqué (litige/documents),87.0,39.1,False,372963
CRI-04687,2025-02-24,Môle 1,Biens de consommation,1,479,Transporteur A,Bamako (Mali),1200.9,Lundi,sèche,dédouané avant arrivée,109.1,60.9,True,463164
CRI-04688,2025-02-24,Môle 1,Équipements industriels,1,457,Transporteur indépendant,Ziguinchor,437.1,Lundi,sèche,dédouané avant arrivée,46.0,37.0,True,64633
CRI-04689,2025-02-25,Terminal Roulier,Hydrocarbures,1,459,Transporteur C,Touba,184.2,Mardi,sèche,dédouanement en cours,79.2,114.9,False,759556
CRI-04690,2025-02-25,Terminal à Conteneurs,Biens de consommation,2,426,Transporteur E,Bamako (Mali),1200.0,Mardi,sèche,dédouané avant arrivée,50.9,56.7,True,463363
CRI-04691,2025-02-25,Môle 8,Matériaux de construction,1,464,Transporteur A,Kayes (Mali),951.5,Mardi,sèche,dédouanement en cours,93.5,53.5,False,351846
CRI-04692,2025-02-25,Terminal à Conteneurs,Import général,1,542,Transporteur indépendant,Kaédi (Mauritanie),461.7,Mardi,sèche,dédouané avant arrivée,119.5,74.6,True,747991
CRI-04693,2025-02-25,Môle 1,Biens de consommation,1,467,Transporteur indépendant,Kayes (Mali),977.6,Mardi,sèche,dédouané avant arrivée,100.9,62.6,True,413480
CRI-04694,2025-02-25,Môle 8,Denrées alimentaires,1,347,Transporteur E,Kayes (Mali),970.7,Mardi,sèche,dédouané avant arrivée,39.3,30.0,True,0
CRI-04695,2025-02-25,Terminal à Conteneurs,Import général,1,464,Transporteur F,Kaolack,187.8,Mardi,sèche,dédouané avant arrivée,82.3,48.6,False,335407
CRI-04696,2025-02-25,Terminal à Conteneurs,Import général,1,464,Transporteur D,Thiès,69.1,Mardi,sèche,dédouanement en cours,177.6,76.5,False,1029529
CRI-04697,2025-02-25,Terminal à Conteneurs,Denrées alimentaires,1,584,Transporteur B,Bamako (Mali),1245.8,Mardi,sèche,dédouané avant arrivée,76.1,85.6,True,609071
CRI-04698,2025-02-25,Terminal à Conteneurs,Import général,2,369,Transporteur D,Dakar (local),20.0,Mardi,sèche,bloqué (litige/documents),118.0,17.0,False,715768
CRI-04699,2025-02-25,Môle 3,Hydrocarbures,1,485,Transporteur A,Bamako (Mali),1261.6,Mardi,sèche,dédouané avant arrivée,96.5,73.8,True,615197
CRI-04700,2025-02-25,Terminal à Conteneurs,Import général,1,428,Transporteur A,Kaolack,199.1,Mardi,sèche,dédouané avant arrivée,45.0,38.4,False,63498
CRI-04701,2025-02-25,Terminal à Conteneurs,Denrées alimentaires,2,515,Transporteur indépendant,Dakar (local),19.9,Mardi,sèche,dédouanement en cours,129.3,42.2,True,1353970
CRI-04702,2025-02-26,Môle 1,Hydrocarbures,2,441,Transporteur indépendant,Thiès,66.6,Mercredi,sèche,dédouanement en cours,96.0,97.0,False,1218719
CRI-04703,2025-02-26,Môle 8,Équipements industriels,1,407,Transporteur C,Kayes (Mali),948.7,Mercredi,sèche,dédouané avant arrivée,32.6,47.6,True,47400
CRI-04704,2025-02-26,Terminal à Conteneurs,Import général,2,391,Transporteur D,Thiès,67.9,Mercredi,sèche,dédouané avant arrivée,81.9,72.8,False,1003570
CRI-04705,2025-02-26,Môle 3,Matériaux de construction,1,366,Transporteur E,Touba,188.2,Mercredi,sèche,dédouanement en cours,77.9,58.3,False,343858
CRI-04706,2025-02-26,Môle 3,Denrées alimentaires,3,377,Transporteur C,Kayes (Mali),963.3,Mercredi,sèche,dédouanement en cours,81.4,34.5,True,642302
CRI-04707,2025-02-26,Terminal à Conteneurs,Équipements industriels,1,327,Transporteur C,Dakar (local),20.7,Mercredi,sèche,bloqué (litige/documents),101.8,28.8,False,379885
CRI-04708,2025-02-26,Môle 8,Matériaux de construction,1,366,Transporteur C,Tambacounda,484.4,Mercredi,sèche,dédouané avant arrivée,60.7,70.9,False,332712
CRI-04709,2025-02-26,Terminal à Conteneurs,Denrées alimentaires,1,395,Transporteur G,Dakar (local),20.4,Mercredi,sèche,bloqué (litige/documents),124.6,40.0,False,437879
CRI-04710,2025-02-26,Terminal à Conteneurs,Import général,3,326,Transporteur E,Bamako (Mali),1261.8,Mercredi,sèche,dédouané avant arrivée,37.7,59.8,True,519641
CRI-04711,2025-02-26,Terminal Roulier,Matériaux de construction,1,297,Transporteur C,Tambacounda,487.4,Mercredi,sèche,dédouané avant arrivée,49.5,33.6,False,57650
CRI-04712,2025-02-26,Môle 1,Hydrocarbures,3,382,Transporteur indépendant,Dakar (local),19.4,Mercredi,sèche,dédouané avant arrivée,48.6,60.1,False,730334
CRI-04713,2025-02-26,Terminal Roulier,Denrées alimentaires,4,418,Transporteur B,Dakar (local),18.7,Mercredi,sèche,dédouané avant arrivée,61.6,55.3,False,1089149
CRI-04714,2025-02-27,Môle 3,Matériaux de construction,1,371,Transporteur A,Dakar (local),20.0,Jeudi,sèche,dédouanement en cours,86.2,79.2,False,520779
CRI-04715,2025-02-27,Terminal Roulier,Matériaux de construction,1,345,Transporteur B,Touba,193.4,Jeudi,sèche,dédouanement en cours,77.0,57.7,False,433767
CRI-04716,2025-02-27,Môle 1,Biens de consommation,1,328,Transporteur indépendant,Kaolack,187.6,Jeudi,sèche,dédouané avant arrivée,57.4,20.0,False,35909
CRI-04717,2025-02-27,Terminal Roulier,Denrées alimentaires,1,334,Transporteur G,Bamako (Mali),1186.5,Jeudi,sèche,dédouanement en cours,71.6,47.4,True,283740
CRI-04718,2025-02-27,Terminal à Conteneurs,Denrées alimentaires,2,366,Transporteur F,Bamako (Mali),1223.6,Jeudi,sèche,dédouanement en cours,114.3,54.9,True,1213351
CRI-04719,2025-02-27,Terminal Roulier,Hydrocarbures,2,472,Transporteur G,Kaédi (Mauritanie),467.1,Jeudi,sèche,dédouané avant arrivée,73.2,83.5,False,1079321
CRI-04720,2025-02-27,Terminal à Conteneurs,Biens de consommation,1,384,Transporteur B,Dakar (local),19.7,Jeudi,sèche,dédouanement en cours,88.3,86.8,False,624136
CRI-04721,2025-02-27,Terminal Roulier,Équipements industriels,1,318,Transporteur A,Dakar (local),19.4,Jeudi,sèche,dédouané avant arrivée,57.8,29.5,False,93814
CRI-04722,2025-02-27,Terminal à Conteneurs,Hydrocarbures,2,479,Transporteur E,Bamako (Mali),1333.8,Jeudi,sèche,dédouané avant arrivée,115.5,18.3,True,588790
CRI-04723,2025-02-28,Môle 3,Matériaux de construction,1,457,Transporteur D,Kaédi (Mauritanie),463.3,Vendredi,sèche,dédouané avant arrivée,58.1,79.9,False,449762
CRI-04724,2025-02-28,Môle 3,Denrées alimentaires,1,416,Transporteur D,Kaolack,194.3,Vendredi,sèche,dédouanement en cours,57.9,35.5,False,127443
CRI-04725,2025-02-28,Terminal à Conteneurs,Denrées alimentaires,1,335,Transporteur D,Dakar (local),20.4,Vendredi,sèche,dédouané avant arrivée,58.3,54.5,False,200232
CRI-04726,2025-02-28,Môle 3,Import général,1,374,Transporteur G,Thiès,64.1,Vendredi,sèche,dédouané avant arrivée,52.4,85.1,False,397555
CRI-04727,2025-02-28,Terminal Roulier,Matériaux de construction,2,396,Transporteur E,Kaolack,185.2,Vendredi,sèche,dédouané avant arrivée,60.3,66.0,False,520237
CRI-04728,2025-02-28,Terminal Roulier,Matériaux de construction,1,362,Transporteur G,Bamako (Mali),1176.0,Vendredi,sèche,dédouanement en cours,58.5,19.4,True,30428
CRI-04729,2025-02-28,Môle 8,Matériaux de construction,2,435,Transporteur D,Thiès,67.6,Vendredi,sèche,bloqué (litige/documents),160.0,41.5,False,1325650
CRI-04730,2025-02-28,Môle 1,Import général,1,442,Transporteur indépendant,Bamako (Mali),1208.4,Vendredi,sèche,dédouanement en cours,87.4,79.6,True,435799
CRI-04731,2025-02-28,Terminal à Conteneurs,Équipements industriels,1,355,Transporteur A,Tambacounda,442.2,Vendredi,sèche,dédouané avant arrivée,87.6,50.8,False,370699
CRI-04732,2025-02-28,Terminal à Conteneurs,Hydrocarbures,2,413,Transporteur C,Dakar (local),20.3,Vendredi,sèche,bloqué (litige/documents),151.8,60.4,False,1788736
CRI-04733,2025-02-28,Terminal à Conteneurs,Import général,1,430,Transporteur C,Ziguinchor,460.4,Vendredi,sèche,dédouané avant arrivée,51.8,118.5,True,603175
CRI-04734,2025-02-28,Môle 3,Import général,2,358,Transporteur E,Tambacounda,472.1,Vendredi,sèche,dédouanement en cours,80.5,28.8,False,427642
CRI-04735,2025-03-01,Môle 1,Import général,1,426,Transporteur C,Kayes (Mali),949.2,Samedi,sèche,dédouané avant arrivée,45.2,81.5,False,368482
CRI-04736,2025-03-01,Terminal à Conteneurs,Import général,1,396,Transporteur G,Dakar (local),20.9,Samedi,sèche,dédouané avant arrivée,93.5,39.8,False,316742
CRI-04737,2025-03-01,Môle 1,Hydrocarbures,2,456,Transporteur F,Bamako (Mali),1231.1,Samedi,sèche,dédouané avant arrivée,111.0,59.2,True,966137
CRI-04738,2025-03-01,Terminal à Conteneurs,Import général,2,365,Transporteur E,Dakar (local),20.5,Samedi,sèche,dédouané avant arrivée,70.8,52.3,False,557210
CRI-04739,2025-03-01,Môle 1,Import général,3,354,Transporteur C,Dakar (local),20.8,Samedi,sèche,dédouané avant arrivée,45.5,40.0,False,285149
CRI-04740,2025-03-01,Terminal à Conteneurs,Denrées alimentaires,1,377,Transporteur E,Kaolack,192.6,Samedi,sèche,dédouané avant arrivée,62.7,75.6,False,456348
CRI-04741,2025-03-01,Môle 3,Import général,2,475,Transporteur indépendant,Kaolack,187.3,Samedi,sèche,bloqué (litige/documents),80.2,60.7,True,790469
CRI-04742,2025-03-01,Môle 1,Hydrocarbures,1,319,Transporteur A,Thiès,68.4,Samedi,sèche,dédouanement en cours,67.7,40.7,False,204097
CRI-04743,2025-03-01,Terminal Roulier,Matériaux de construction,2,380,Transporteur F,Kayes (Mali),969.2,Samedi,sèche,dédouané avant arrivée,78.1,37.2,True,474887
CRI-04744,2025-03-01,Môle 1,Équipements industriels,1,298,Transporteur A,Bamako (Mali),1169.4,Samedi,sèche,dédouané avant arrivée,30.5,20.2,True,0
CRI-04745,2025-03-02,Môle 1,Denrées alimentaires,1,304,Transporteur G,Dakar (local),20.9,Dimanche,sèche,dédouané avant arrivée,87.8,57.9,False,480806
CRI-04746,2025-03-02,Môle 1,Import général,2,227,Transporteur A,Kaolack,193.8,Dimanche,sèche,dédouané avant arrivée,49.1,35.9,False,135573
CRI-04747,2025-03-02,Terminal à Conteneurs,Import général,2,319,Transporteur E,Kaédi (Mauritanie),477.8,Dimanche,sèche,dédouané avant arrivée,44.1,30.9,False,28296
CRI-04748,2025-03-02,Terminal à Conteneurs,Matériaux de construction,1,332,Transporteur A,Kaédi (Mauritanie),498.9,Dimanche,sèche,dédouanement en cours,93.6,25.0,False,301219
CRI-04749,2025-03-02,Terminal à Conteneurs,Matériaux de construction,2,226,Transporteur F,Dakar (local),20.0,Dimanche,sèche,dédouanement en cours,91.8,36.7,False,761884
CRI-04750,2025-03-02,Terminal à Conteneurs,Équipements industriels,2,293,Transporteur C,Thiès,68.0,Dimanche,sèche,dédouanement en cours,75.6,43.9,False,616168
CRI-04751,2025-03-03,Terminal à Conteneurs,Import général,2,472,Transporteur D,Thiès,70.2,Lundi,sèche,bloqué (litige/documents),198.1,78.8,False,2391970
CRI-04752,2025-03-03,Môle 8,Matériaux de construction,1,473,Transporteur A,Kayes (Mali),976.2,Lundi,sèche,dédouanement en cours,94.6,41.0,False,315100
